Price,Color,Mileage,Make,Model,City,Automatic Transmission,Air Conditioner,Power Steering,Remote Control,year,full_option,Car Category
2750000.0,Black,95000.0,Jeep,Grand Cherokee,Sadat City,Yes,Yes,Yes,Yes,2018,Yes,high
4500000.0,Silver,60000.0,Land Rover,Velar,Alexandria,No,No,No,No,2020,No,high
750000.0,Dark red,158000.0,Ford,Focus,Nasr city,Yes,Yes,Yes,Yes,2017,Yes,mid
235000.0,Blue,350000.0,BMW,316,Al Shorouk,Yes,Yes,Yes,Yes,1992,Yes,low
800000.0,Silver,4000.0,Hyundai,Accent RB,Beni Suef,Yes,Yes,Yes,Yes,2022,Yes,mid
850000.0,White,300000.0,Isuzu,D max,Dakahlia,No,No,No,No,2007,No,mid
280000.0,White,175000.0,Hyundai,Verna,Maadi,No,No,No,No,2011,No,low
1270000.0,Silver,84000.0,Renault,Megane,El Haram,Yes,Yes,Yes,Yes,2020,Yes,high
1400000.0,Black,89000.0,Toyota,C-HR,El Haram,Yes,No,No,Yes,2017,No,high
2350000.0,Black,117477.0,Mitsubishi,Pajero,Maadi,Yes,Yes,Yes,Yes,2015,Yes,high
2350000.0,Black,135000.0,Mitsubishi,Pajero,Maadi,Yes,Yes,Yes,Yes,2015,Yes,high
2250000.0,Dark grey,117000.0,Mitsubishi,Pajero,Maadi,Yes,Yes,Yes,Yes,2015,Yes,high
415000.0,White,73500.0,Daihatsu,Pickup,Ismailia,No,No,No,No,2015,No,low
740000.0,Gray,94000.0,Citroën,C Elysee,6 October,Yes,Yes,Yes,Yes,2019,Yes,mid
1060000.0,White,61000.0,Hyundai,Creta,Asyut,Yes,Yes,Yes,Yes,2019,Yes,mid
250000.0,Dark blue,199999.0,Speranza,A620,Cairo,Yes,Yes,Yes,Yes,2009,Yes,low
490000.0,Black,123000.0,Chevrolet,Aveo,Beheira,Yes,Yes,Yes,Yes,2016,Yes,low
65000.0,Red,95000.0,Mazda,323,Helwan,No,No,No,No,1982,No,low
580000.0,Gray,150000.0,Mitsubishi,Lancer EX Shark,10th of Ramadan,No,Yes,Yes,Yes,2015,No,mid
3950000.0,Gray,83000.0,Mercedes,E 180,Cairo,Yes,Yes,Yes,Yes,2019,Yes,high
7000000.0,Gray,53000.0,Porsche,Cayenne,Sheikh Zayed City,Yes,Yes,Yes,Yes,2020,Yes,very high
800000.0,Dark red,100000.0,Nissan,Sunny,Cairo,Yes,No,No,No,2023,No,mid
1850000.0,White,170000.0,Toyota,Hilux,Alexandria,No,No,No,No,2019,No,high
950000.0,Dark grey,41000.0,Chery,Tiggo 3,Cairo,Yes,Yes,Yes,Yes,2022,Yes,mid
500000.0,Silver,174000.0,Kia,Rio,Cairo,No,No,No,No,2011,No,low
300000.0,Silver,210000.0,Opel,Corsa,Tagamo3 - New Cairo,No,Yes,Yes,Yes,2005,No,low
800000.0,Dark blue,144000.0,Honda,Civic,Cairo,Yes,Yes,Yes,Yes,2008,Yes,mid
1000000.0,White,156000.0,BMW,318,Pyramids Gardens,Yes,No,No,Yes,2018,No,mid
740000.0,White,142000.0,Kia,Cerato,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2015,Yes,mid
480000.0,Eggplant,280000.0,Nissan,Sunny,Kom Hamada,No,No,No,No,2010,No,low
1530000.0,Red,55000.0,Toyota,Corolla,Alexandria,Yes,Yes,Yes,Yes,2021,Yes,high
1150000.0,Mocha,44500.0,Fiat,Tipo,Al Shorouk,Yes,Yes,Yes,Yes,2022,Yes,mid
200000.0,White,300000.0,Mitsubishi,Lancer Crystala,Shibin El Qanater,No,No,No,No,1998,No,low
280000.0,Silver,390000.0,Daewoo,Lanos,Nasr city,No,No,No,No,2008,No,low
580000.0,Dark red,57000.0,Renault,Sandero,Hurghada,Yes,Yes,Yes,Yes,2017,Yes,mid
1000000.0,Black,312000.0,Jeep,Grand Cherokee,Cairo,No,No,No,No,2009,No,mid
400000.0,Gold,250000.0,Hyundai,Matrix,Alexandria,No,No,No,No,2001,No,low
200000.0,Black,200000.0,Kia,Shuma,Alexandria,No,No,No,No,1998,No,low
460000.0,Petroleum,260000.0,Mitsubishi,Lancer Puma,Sharqia,Yes,No,No,No,2006,No,low
230000.0,Silver,200000.0,Seat,Ibiza,Giza,No,Yes,No,Yes,2001,No,low
160000.0,Black,160000.0,Volkswagen,Golf 2,Alexandria,No,No,Yes,No,1991,No,low
380000.0,Beige,285000.0,Nissan,Sunny,Shobra,Yes,Yes,No,Yes,2017,No,low
670000.0,Silver,150000.0,Mitsubishi,Lancer EX Shark,El Qanater El Khayreya,Yes,Yes,No,No,2016,No,mid
185000.0,Cyan,130000.0,Byd,F0,Cairo,No,Yes,No,Yes,2010,No,low
325000.0,Silver,350000.0,Renault,Logan,Monufia,Yes,No,No,No,2006,No,low
750000.0,Silver,107000.0,DFSK,EAGLE 580,Alexandria,Yes,Yes,Yes,Yes,2019,Yes,mid
900000.0,White,1600.0,Jac,A 10,Dikirnis,Yes,Yes,Yes,Yes,2019,Yes,mid
1120000.0,Blue,79000.0,MG,ZS,Mohandessin,Yes,Yes,Yes,Yes,2021,Yes,mid
250000.0,Dark green,330000.0,Daewoo,Lanos,10th of Ramadan,No,No,No,No,2000,No,low
2500000.0,Silver,130000.0,BMW,340,Cairo,Yes,No,No,Yes,2018,No,high
495000.0,Silver,193000.0,Renault,Logan,Cairo,Yes,Yes,Yes,No,2017,No,low
420000.0,Black,300000.0,Peugeot,407,6 October,No,No,No,No,2006,No,low
620000.0,Orange,188000.0,Kia,Cerato Koup,6 October,Yes,Yes,No,Yes,2010,No,mid
665000.0,Black,168000.0,Peugeot,301,Obour City,Yes,Yes,Yes,Yes,2020,Yes,mid
900000.0,White,129000.0,Kia,Cerato,El Senbellawein,No,No,No,No,2014,No,mid
520000.0,Orange,114000.0,Jac,S2,Aswan,Yes,Yes,Yes,Yes,2017,Yes,mid
450000.0,Silver,150000.0,Skoda,Octavia A4,Alexandria,Yes,Yes,No,Yes,2006,No,low
370000.0,Dark grey,170000.0,Geely,Emgrand 7,Cairo,No,Yes,Yes,Yes,2017,No,low
240000.0,Silver,400000.0,Kia,Spectra,Cairo,No,Yes,Yes,No,2003,No,low
300000.0,Silver,230000.0,Chevrolet,Lanos,Nasr city,No,No,No,No,2013,No,low
850000.0,Dark blue,173000.0,Mercedes,C 180,Cairo,Yes,Yes,Yes,Yes,2004,Yes,mid
800000.0,Blue,180000.0,Fiat,Tipo,Cairo,Yes,Yes,Yes,Yes,2020,Yes,mid
775000.0,Blue,240000.0,Subaru,Impreza,Cairo,Yes,Yes,Yes,Yes,2016,Yes,mid
1200000.0,Brown,182000.0,Opel,Insignia,Pyramids Gardens,Yes,Yes,Yes,Yes,2017,Yes,mid
600000.0,Black,110000.0,Nissan,Sunny,Shobra,No,No,No,No,2022,No,mid
670000.0,Black,67000.0,Mercedes,E 240,Sohag,No,No,No,No,2001,No,mid
1800000.0,White,180000.0,Jeep,Wrangler,Sadat City,No,No,No,No,2014,No,high
600000.0,Red,395000.0,Hyundai,Accent RB,10th of Ramadan,Yes,No,No,No,2012,No,mid
480000.0,Silver,53000.0,Soueast,DX3,Helwan,Yes,No,No,No,2015,No,low
1850000.0,Black,58000.0,BMW,320,Dikirnis,Yes,No,No,No,2016,No,high
450000.0,Gold,288000.0,Mitsubishi,Lancer EX Shark,Sharqia,No,No,No,No,2008,No,low
575000.0,Gold,200000.0,Hyundai,Elantra,Heliopolis,Yes,Yes,No,Yes,2007,No,mid
510000.0,Dark grey,246000.0,Kia,Cerato,El Minya,Yes,Yes,No,No,2013,No,mid
250000.0,Silver,56000.0,Geely,Pandino,Cairo,No,No,No,No,2015,No,low
2100000.0,White,150.0,Mitsubishi,Eclipse Cross,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2024,Yes,high
650000.0,Silver,140000.0,Toyota,Corolla,Beni Suef,Yes,Yes,Yes,Yes,2010,Yes,mid
500000.0,Gold,260000.0,Nissan,Sunny,Giza,Yes,No,No,No,2016,No,low
1300000.0,Red,4800.0,Opel,Crossland,Beni Suef,Yes,Yes,Yes,Yes,2023,Yes,high
160000.0,Blue,270000.0,Renault,Clio,Helwan,No,No,No,Yes,2001,No,low
1150000.0,Black,165000.0,Mini,John Cooper,Helwan,Yes,Yes,Yes,Yes,2015,Yes,mid
280000.0,Black,400000.0,Daewoo,Lanos,Faqous,No,No,No,No,1999,No,low
580000.0,Mocha,172000.0,Renault,Duster,Maadi,No,Yes,No,No,2015,No,mid
200000.0,White,300000.0,Daewoo,Lanos,Mansoura,No,No,No,No,1998,No,low
355000.0,Blue,238000.0,Daewoo,Lanos 2,Cairo,Yes,No,No,No,2005,No,low
445000.0,Black,160000.0,Hyundai,Elantra,Mokattam,Yes,Yes,Yes,Yes,2003,Yes,low
120000.0,Gold,56000.0,Byd,Flyer,Obour City,No,Yes,No,No,2006,No,low
350000.0,White,140000.0,Daewoo,Lanos,Maadi,No,No,No,No,2000,No,low
265000.0,Dark blue,120000.0,Speranza,A516,Mansoura,No,Yes,No,No,2007,No,low
300000.0,Dark red,300000.0,Skoda,Octavia A4,El Minya,No,No,No,No,1997,No,low
560000.0,Gray,160000.0,Hyundai,Avante,Quesna,No,No,No,No,2013,No,mid
1600000.0,Black,123000.0,Mercedes,C 180,Cairo,Yes,Yes,Yes,Yes,2012,Yes,high
1500000.0,Gray,92000.0,BMW,X3,Damietta,No,No,No,No,2012,No,high
500000.0,Gold,260000.0,Nissan,Sunny,Cairo,No,No,No,No,2016,No,low
400000.0,Silver,200000.0,Audi,A3,Cairo,No,No,No,No,1997,No,low
1650000.0,Blue,45000.0,Opel,Grandland,Faiyum,Yes,Yes,Yes,Yes,2020,Yes,high
1000000.0,White,10.0,Mercedes,A 45 AMG,Nasr city,Yes,Yes,Yes,Yes,2024,Yes,mid
1000000.0,White,100000.0,BMW,X7,Nasr city,Yes,Yes,Yes,Yes,2020,Yes,mid
600000.0,Black,171000.0,Skoda,Octavia A5,Gharbia,No,No,No,No,2009,No,mid
720000.0,Dark grey,179000.0,Nissan,Sunny,Al Shorouk,Yes,Yes,Yes,Yes,2020,Yes,mid
1000000.0,White,0.0,Geely,GX3 Pro,Maadi,Yes,Yes,Yes,Yes,2024,Yes,mid
500000.0,Dark grey,130000.0,Chevrolet,Aveo,Heliopolis,Yes,Yes,Yes,Yes,2016,Yes,low
108000.0,Silver,150000.0,Suzuki,Maruti,Damietta,No,No,No,No,2002,No,low
550000.0,Dark grey,140000.0,Jeep,Liberty,Zagazig,Yes,Yes,Yes,Yes,2003,Yes,mid
700000.0,Black,195000.0,Kia,Cerato Koup,Cairo,Yes,Yes,Yes,Yes,2010,Yes,mid
925000.0,White,118000.0,Kia,Carens,Kafr el-Sheikh,Yes,Yes,No,Yes,2014,No,mid
350000.0,Silver,100000.0,Chevrolet,N300,Alexandria,No,No,No,No,2016,No,low
340000.0,White,195000.0,Nissan,ZX,Giza,No,No,No,No,2016,No,low
500000.0,Black,236000.0,Hyundai,Matrix,Faiyum,No,No,No,No,2006,No,low
615000.0,Petroleum,115000.0,Renault,Fluence,Cairo,Yes,Yes,Yes,Yes,2012,Yes,mid
110000.0,Orange,40000.0,Chery,A11,Badr City,No,No,No,No,2012,No,low
9000000.0,Black,8000.0,Infiniti,QX80,Heliopolis,Yes,Yes,Yes,Yes,2018,Yes,very high
1400000.0,Red,300.0,MG,5,Heliopolis,Yes,Yes,Yes,Yes,2023,Yes,high
550000.0,Dark blue,185000.0,Chevrolet,Optra,Madinaty,Yes,Yes,No,Yes,2017,No,mid
910000.0,Blue,200000.0,Kia,Cerato,Tagamo3 - New Cairo,Yes,No,No,Yes,2018,No,mid
800000.0,Black,86000.0,Chery,Tiggo 3,Mohandessin,Yes,Yes,Yes,Yes,2021,Yes,mid
550000.0,Bronze,156000.0,Chevrolet,Optra,Hurghada,Yes,Yes,Yes,Yes,2016,Yes,mid
310000.0,White,170000.0,Byd,F3,Cairo,No,No,No,No,2014,No,low
450000.0,Black,90000.0,BMW,318,El Haram,Yes,Yes,Yes,Yes,1997,Yes,low
720000.0,Black,165000.0,Nissan,Qashqai,6 October,Yes,Yes,Yes,Yes,2013,Yes,mid
420000.0,White,128000.0,Kia,Cerato Koup,El Qanater El Khayreya,Yes,Yes,Yes,Yes,2011,Yes,low
580000.0,Silver,230000.0,Nissan,Juke,El Qanater El Khayreya,Yes,Yes,No,Yes,2016,No,mid
1550000.0,Black,116000.0,Mercedes,C 180,Banha,Yes,Yes,Yes,Yes,2015,Yes,high
680000.0,Dark grey,118000.0,Chery,Tiggo 3,Pyramids Gardens,Yes,Yes,Yes,Yes,2019,Yes,mid
600000.0,Silver,85000.0,Kia,Carens,Hurghada,No,No,No,No,2012,No,mid
680000.0,Black,170000.0,Kia,Carens,Heliopolis,No,No,No,No,2010,No,mid
478000.0,Black,120000.0,Chevrolet,Optra,Alexandria,No,No,No,No,2017,No,low
390000.0,Black,238000.0,Chevrolet,Lanos,El Marg,No,Yes,Yes,Yes,2019,No,low
720000.0,Black,167000.0,Nissan,Qashqai,Heliopolis,Yes,Yes,Yes,Yes,2013,Yes,mid
620000.0,Bronze,160000.0,Skoda,Octavia A5,Alexandria,No,No,No,No,2006,No,mid
1200000.0,Black,260000.0,BMW,316,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2014,Yes,mid
285000.0,Brown,250000.0,Chery,Envy,Maadi,No,Yes,Yes,Yes,2017,No,low
935000.0,Silver,214000.0,Kia,Carens,Gharbia,No,No,No,No,2016,No,mid
1300000.0,White,63000.0,MG,Rx5,Ismailia,Yes,Yes,Yes,Yes,2021,Yes,high
405000.0,Petroleum,57000.0,Hyundai,Matrix,Cairo,No,No,No,No,2008,No,low
420000.0,Dark red,199000.0,Chevrolet,Optra,Gharbia,Yes,Yes,Yes,Yes,2018,Yes,low
450000.0,Black,296000.0,Jeep,Liberty,Sheikh Zayed City,No,No,No,No,2002,No,low
550000.0,Blue,120000.0,Changan,CS 35,Obour City,Yes,Yes,Yes,Yes,2016,Yes,mid
750000.0,Blue,48700.0,Renault,Sandero Step Way,Maadi,Yes,Yes,Yes,Yes,2017,Yes,mid
280000.0,Silver,200000.0,Renault,Megane,Obour City,No,Yes,Yes,Yes,2005,No,low
800000.0,Silver,105000.0,Hyundai,Elantra MD,Giza,Yes,No,No,No,2016,No,mid
860000.0,Silver,155000.0,Toyota,Corolla,Giza,Yes,Yes,Yes,Yes,2019,Yes,mid
1090000.0,White,80000.0,Nissan,Qashqai,Dakahlia,No,No,No,No,2019,No,mid
340000.0,Dark red,237000.0,Chery,Envy,Alexandria,No,Yes,Yes,Yes,2017,No,low
1650000.0,Silver,330000.0,Mitsubishi,Pajero,Sadat City,No,No,No,No,2015,No,high
250000.0,Blue,400000.0,Mitsubishi,Lancer Crystala,Shibin el Kom,No,No,No,No,1998,No,low
185000.0,Gray,120000.0,Saipa,Tiba,Cairo,No,Yes,Yes,No,2014,No,low
210000.0,Silver,150000.0,Speranza,A113,Damietta,No,Yes,Yes,Yes,2010,No,low
400000.0,Dark red,95000.0,Chevrolet,Optra,Maadi,Yes,Yes,Yes,Yes,2018,Yes,low
320000.0,Red,18000.0,Byd,F3,Helwan,Yes,Yes,Yes,Yes,2022,Yes,low
620000.0,Silver,95000.0,Nissan,Sunny,Helwan,Yes,Yes,Yes,Yes,2020,Yes,mid
2500000.0,Black,145000.0,Audi,Q7,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2014,Yes,high
1750000.0,Silver,70000.0,Kia,Sportage,Cairo,Yes,Yes,Yes,Yes,2020,Yes,high
2250000.0,Black,60000.0,Peugeot,3008,Banha,Yes,Yes,Yes,Yes,2022,Yes,high
460000.0,Dark grey,60000.0,Chevrolet,Optra,Sohag,No,No,No,No,2013,No,low
230000.0,White,100000.0,Daewoo,Nubira 1,Suez,No,Yes,Yes,Yes,1997,No,low
850000.0,Black,42000.0,Geely,Emgrand X7,Beni Suef,Yes,Yes,Yes,Yes,2020,Yes,mid
520000.0,Silver,260000.0,Renault,Megane,Madinaty,Yes,Yes,Yes,Yes,2012,Yes,mid
810000.0,Gray,175000.0,Fiat,Tipo,Dakahlia,Yes,Yes,Yes,Yes,2019,Yes,mid
465000.0,Red,259000.0,Chevrolet,Optra,6 October,Yes,Yes,Yes,Yes,2016,Yes,low
4050000.0,White,4000.0,Mercedes,GLA,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2023,Yes,high
1600000.0,White,200000.0,Mercedes,C 200,Mit Ghamr,Yes,Yes,Yes,Yes,2013,Yes,high
380000.0,Gray,243000.0,Nissan,Sunny,El Haram,Yes,No,No,No,2014,No,low
900000.0,Silver,130000.0,Hyundai,Accent HCI,Al Shorouk,No,Yes,Yes,Yes,2019,No,mid
1150000.0,Black,85000.0,Mitsubishi,Xpander,Faiyum,Yes,Yes,Yes,Yes,2022,Yes,mid
400000.0,Black,170000.0,Byd,F3,Cairo,No,Yes,Yes,Yes,2019,No,low
1500000.0,Black,18000.0,Chevrolet,Captiva,Alexandria,Yes,Yes,No,Yes,2023,No,high
1800000.0,Black,190000.0,Mitsubishi,Pajero,Tagamo3 - New Cairo,No,No,No,No,2012,No,high
350000.0,Brown,330000.0,Chery,Envy,Obour City,No,Yes,Yes,No,2018,No,low
790000.0,White,115000.0,Hyundai,Elantra MD,6 October,Yes,Yes,Yes,No,2013,No,mid
820000.0,White,120000.0,Renault,Duster,Damanhur,Yes,Yes,Yes,Yes,2018,Yes,mid
570000.0,White,80000.0,Chery,Arrizo 5,6 October,Yes,Yes,Yes,Yes,2020,Yes,mid
750000.0,Silver,150000.0,Skoda,Octavia A5,Alexandria,No,No,No,No,2007,No,mid
790000.0,Black,128000.0,Volkswagen,Jetta,Alexandria,Yes,No,No,No,2012,No,mid
800000.0,Petroleum,77000.0,DFSK,EAGLE 580,Cairo,Yes,Yes,Yes,Yes,2020,Yes,mid
250000.0,White,178000.0,Daewoo,Lanos,Tanta,No,No,No,No,2009,No,low
630000.0,Dark red,55000.0,Faw,X40,Imbaba,Yes,Yes,Yes,Yes,2018,Yes,mid
550000.0,Silver,87000.0,Hyundai,Elantra MD,Faiyum,No,No,No,No,2011,No,mid
310000.0,Black,260000.0,Chevrolet,Aveo,Hurghada,No,Yes,Yes,Yes,2010,No,low
850000.0,Red,60000.0,Nissan,Sunny,El Haram,Yes,Yes,Yes,Yes,2022,Yes,mid
430000.0,Silver,184000.0,Nissan,Sunny,Giza,No,No,No,No,2011,No,low
340000.0,Black,190000.0,Kia,Picanto,Nasr city,No,No,No,No,2011,No,low
490000.0,Dark blue,148000.0,Renault,Logan,Cairo,Yes,Yes,No,Yes,2019,No,low
850000.0,Gray,85000.0,Opel,Astra,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2019,Yes,mid
550000.0,Brown,220000.0,Kia,Rio,Sheikh Zayed City,Yes,No,No,No,2014,No,mid
510000.0,Gray,220000.0,Kia,Cerato Koup,Agamy,Yes,Yes,No,Yes,2011,No,mid
620000.0,Silver,73000.0,Hyundai,Avante,Gharbia,Yes,Yes,Yes,Yes,2012,Yes,mid
540000.0,Dark blue,92000.0,Renault,Logan,Faiyum,Yes,Yes,Yes,Yes,2021,Yes,mid
640000.0,Silver,115000.0,Mitsubishi,Lancer EX Shark,Nasr city,Yes,No,No,No,2015,No,mid
680000.0,Black,198000.0,Kia,K3,Marsa Matrouh,Yes,No,No,No,2014,No,mid
145000.0,Silver,500000.0,Speranza,A113,Sohag,No,Yes,No,No,2008,No,low
830000.0,Silver,79000.0,Mitsubishi,Lancer EX Shark,Sharqia,Yes,No,No,No,2016,No,mid
1800000.0,Dark grey,3000.0,Hyundai,Creta,Mansoura,No,No,No,No,2023,No,high
630000.0,Red,235000.0,Hyundai,Accent RB,Suez,Yes,Yes,Yes,No,2015,No,mid
2200000.0,Silver,100000.0,Mercedes,CLA 180,Mohandessin,Yes,Yes,Yes,Yes,2019,Yes,high
700000.0,Red,20000.0,Nissan,Sunny,Ismailia,Yes,Yes,Yes,No,2022,No,mid
1100000.0,Red,29000.0,Hyundai,Accent HCI,Cairo,Yes,Yes,Yes,Yes,2022,Yes,mid
360000.0,Silver,158000.0,Speranza,Envy,6 October,No,No,No,No,2019,No,low
150000.0,Red,140000.0,Daewoo,Nubira 2,Quesna,Yes,Yes,No,Yes,1996,No,low
400000.0,Silver,135000.0,Kia,Cerato,Sharqia,Yes,Yes,Yes,Yes,2006,Yes,low
600000.0,White,116000.0,Kia,Picanto,Cairo,No,No,No,No,2016,No,mid
620000.0,Red,35000.0,Nissan,Sunny,Asyut,Yes,Yes,Yes,No,2017,No,mid
810000.0,Red,11900.0,Chery,Arrizo 5,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2023,Yes,mid
1050000.0,Red,220000.0,Renault,Kadjar,Nasr city,Yes,Yes,Yes,Yes,2019,Yes,mid
1150000.0,Silver,185000.0,BMW,218 i,Beni Suef,No,No,No,No,2015,No,mid
800000.0,Silver,138000.0,Kia,Cerato,Beheira,No,No,No,No,2014,No,mid
400000.0,White,238995.0,Chevrolet,T-Series,Sohag,No,No,No,No,2005,No,low
280000.0,White,500000.0,Hyundai,Verna,Qalyubia,No,No,No,No,2010,No,low
2350000.0,Black,145000.0,Mercedes,E 300,Cairo,Yes,Yes,No,Yes,2012,No,high
42000.0,Beige,64000.0,Fiat,127,6 October,No,No,No,Yes,1986,No,low
550000.0,Gold,130000.0,Jeep,Komodo,Alexandria,Yes,Yes,Yes,Yes,2012,Yes,mid
340000.0,Silver,290000.0,Chevrolet,Aveo,El Haram,No,Yes,No,Yes,2010,No,low
430000.0,Blue,60000.0,Senova,A1,6 October,Yes,Yes,Yes,No,2016,No,low
320000.0,Eggplant,187000.0,Peugeot,307,Cairo,No,No,No,No,2007,No,low
440000.0,Black,144000.0,Skoda,Octavia A4,Agamy,No,Yes,Yes,Yes,2004,No,low
620000.0,Mocha,190000.0,Mercedes,B 160,Tagamo3 - New Cairo,Yes,No,No,No,2011,No,mid
3500000.0,Silver,0.0,Kia,EV6,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2024,Yes,high
300000.0,Silver,130000.0,Renault,Logan,Cairo,No,No,No,No,2010,No,low
325000.0,Gold,397500.0,Hyundai,Verna,Giza,Yes,No,No,No,2014,No,low
3600000.0,Black,30900.0,Mercedes,C 180,Sheikh Zayed City,Yes,Yes,No,No,2022,No,high
720000.0,Red,89000.0,Kia,Rio,Damanhur,No,No,No,No,2015,No,mid
165000.0,Silver,272000.0,Toyota,Corolla,Alexandria,No,No,No,No,1983,No,low
130000.0,Silver,50000.0,Kia,Pride,El Haram,No,No,No,No,1999,No,low
450000.0,Gold,93000.0,Renault,Logan,Asyut,No,No,No,No,2016,No,low
350000.0,Cyan,150000.0,Jeep,Cherokee,6 October,No,Yes,No,No,2002,No,low
360000.0,Blue,152000.0,Speranza,Tiggo,El Haram,Yes,Yes,Yes,Yes,2010,Yes,low
107000.0,Silver,100000.0,Suzuki,Swift,6 October,No,No,No,No,1994,No,low
180000.0,Cyan,415000.0,Hyundai,Accent,El Minya,No,No,No,No,2001,No,low
550000.0,Silver,270000.0,Mitsubishi,Lancer Puma,Quesna,Yes,Yes,Yes,Yes,2008,Yes,mid
75000.0,Gray,200000.0,Fiat,Tempra,Tanta,No,No,No,No,1987,No,low
665000.0,Silver,150000.0,Mitsubishi,Lancer EX Shark,Shibin El Qanater,Yes,Yes,Yes,Yes,2016,Yes,mid
700000.0,Silver,36000.0,Proton,Saga,6 October,Yes,Yes,Yes,Yes,2021,Yes,mid
300000.0,Silver,183000.0,Daewoo,Lanos 2,Obour City,No,Yes,Yes,Yes,2005,No,low
320000.0,White,240000.0,Nissan,Patrol safari,Asyut,No,No,No,No,2014,No,low
500000.0,Petroleum,130000.0,Volkswagen,Golf 5,Heliopolis,No,No,No,No,2008,No,low
300000.0,Dark grey,190000.0,Chevrolet,N300,Cairo,No,Yes,No,No,2015,No,low
5250008.0,White,30000.0,Mercedes,CLS Class,Cairo,Yes,Yes,Yes,Yes,2020,Yes,very high
550000.0,Red,200000.0,Chevrolet,T-Series,10th of Ramadan,No,No,No,No,2011,No,mid
490000.0,Red,107000.0,Hyundai,I10,Mohandessin,No,No,No,No,2013,No,low
700000.0,Dark blue,230000.0,Opel,Astra,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2018,Yes,mid
275000.0,Silver,222000.0,Mitsubishi,Lancer Crystala,Mansoura,Yes,No,No,No,1999,No,low
800000.0,Black,9000.0,MG,5,Alexandria,Yes,Yes,Yes,Yes,2014,Yes,mid
1130000.0,Black,160000.0,Kia,Sportage,6 October,Yes,Yes,Yes,Yes,2012,Yes,mid
1050000.0,Black,140000.0,Renault,Megane,Cairo,Yes,No,Yes,Yes,2020,No,mid
520000.0,Black,115000.0,Mitsubishi,Lancer Puma,Shobra,Yes,No,No,No,2007,No,mid
150000.0,Dark green,225000.0,Opel,Vectra,Alexandria,No,No,No,Yes,1995,No,low
1100000.0,White,390000.0,Mitsubishi,Pajero,Maadi,Yes,No,No,No,2010,No,mid
375000.0,Green,400000.0,Peugeot,307,Giza,No,Yes,Yes,Yes,2005,No,low
3000000.0,Silver,99000.0,Land Rover,Range Rover Evoque,Maadi,No,No,No,No,2020,No,high
1000000.0,Black,50000.0,Jac,S7,10th of Ramadan,Yes,Yes,Yes,Yes,2019,Yes,mid
350000.0,Silver,170000.0,Hyundai,Verna,10th of Ramadan,No,Yes,No,No,2016,No,low
440000.0,Black,300000.0,Toyota,Yaris,Shibin el Kom,No,No,No,No,2007,No,low
250000.0,Gray,85000.0,Nissan,Sunny,Nasr city,Yes,Yes,Yes,Yes,2020,Yes,low
185000.0,Dark green,200000.0,Daewoo,Nubira 1,Dakahlia,No,Yes,No,Yes,1997,No,low
850000.0,Black,87000.0,Hyundai,Elantra HD,Cairo,Yes,Yes,Yes,Yes,2020,Yes,mid
350000.0,White,415000.0,Nissan,Sunny,Hurghada,No,No,No,No,2001,No,low
600000.0,Black,220000.0,BMW,318,Helwan,Yes,Yes,No,Yes,2005,No,mid
900000.0,Blue,27000.0,Bestune,T77 Pro,Giza,Yes,No,No,No,2022,No,mid
1250000.0,Silver,97000.0,Skoda,Octavia A7,Suez,No,No,No,No,2016,No,high
450000.0,Black,300000.0,Renault,Logan,Cairo,Yes,No,No,No,2019,No,low
600000.0,White,59000.0,Renault,Logan,Borg el arab,Yes,Yes,Yes,Yes,2021,Yes,mid
430000.0,Red,295000.0,Hyundai,Accent,Obour City,No,No,No,No,2011,No,low
510000.0,Silver,130000.0,Chevrolet,Optra,Kafr el-Dawwar,No,No,No,No,2012,No,mid
1300000.0,Dark blue,115000.0,Jeep,Renegade,Alexandria,Yes,Yes,Yes,Yes,2019,Yes,high
840000.0,Bronze,25000.0,Nissan,Sunny,Maadi,Yes,Yes,Yes,Yes,2022,Yes,mid
900000.0,Dark green,100000.0,Opel,Astra,Heliopolis,Yes,Yes,Yes,Yes,2020,Yes,mid
1750000.0,Red,40000.0,Seat,Tarraco,Obour City,Yes,Yes,Yes,Yes,2021,Yes,high
900000.0,White,200000.0,Audi,Q5,El Haram,Yes,Yes,Yes,Yes,2011,Yes,mid
1400000.0,Dark red,98000.0,Honda,Civic,El Haram,Yes,No,Yes,Yes,2018,No,high
130000.0,White,230000.0,Fiat,Uno,Mansoura,No,No,No,No,1998,No,low
680000.0,Red,230000.0,Kia,Ceed,Sheikh Zayed City,Yes,Yes,No,Yes,2016,No,mid
720000.0,Black,32000.0,Nissan,Sunny,Damanhur,Yes,Yes,Yes,Yes,2022,Yes,mid
450000.0,Black,100000.0,Daihatsu,Terios,Sohag,No,No,No,No,2007,No,low
